"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"P55851",0.118055555555556,0.0625,0.0277777777777778,0.0347222222222222,0.0173611111111111,0.0277777777777778,0.0486111111111111,0.09375,0.0104166666666667,0.0347222222222222,0.0868055555555556,0.0451388888888889,0.0347222222222222,0.0451388888888889,0.0347222222222222,0.0659722222222222,0.0833333333333333,0.00694444444444444,0.0381944444444444,0.0833333333333333
"Q5XGI1",0.0690909090909091,0.0436363636363636,0.0363636363636364,0.0327272727272727,0.0218181818181818,0.0363636363636364,0.0472727272727273,0.0981818181818182,0.0109090909090909,0.08,0.105454545454545,0.0618181818181818,0.0254545454545455,0.0436363636363636,0.0327272727272727,0.0509090909090909,0.0654545454545455,0.0254545454545455,0.0436363636363636,0.0690909090909091
"Q9N2J1",0.121527777777778,0.0659722222222222,0.0208333333333333,0.0381944444444444,0.0208333333333333,0.0277777777777778,0.0486111111111111,0.0902777777777778,0.0104166666666667,0.0347222222222222,0.0902777777777778,0.0451388888888889,0.03125,0.0451388888888889,0.0347222222222222,0.0659722222222222,0.0798611111111111,0.00694444444444444,0.0381944444444444,0.0833333333333333
"P56500",0.11864406779661,0.0711864406779661,0.023728813559322,0.0338983050847458,0.0169491525423729,0.0372881355932203,0.0406779661016949,0.0915254237288136,0.0135593220338983,0.0372881355932203,0.088135593220339,0.0440677966101695,0.0305084745762712,0.0406779661016949,0.0338983050847458,0.0610169491525424,0.088135593220339,0.00677966101694915,0.0406779661016949,0.0813559322033898
"Q66L49",0.082089552238806,0.041044776119403,0.0298507462686567,0.0149253731343284,0.0111940298507463,0.041044776119403,0.0373134328358209,0.104477611940299,0.00746268656716418,0.0634328358208955,0.0895522388059701,0.0932835820895522,0.0485074626865672,0.0335820895522388,0.0335820895522388,0.0708955223880597,0.0559701492537313,0.0149253731343284,0.0485074626865672,0.0783582089552239
"Q0V7M4",0.108303249097473,0.0685920577617329,0.0288808664259928,0.0180505415162455,0.0180505415162455,0.0469314079422383,0.0433212996389892,0.0938628158844765,0.0108303249097473,0.0649819494584837,0.104693140794224,0.0433212996389892,0.0541516245487365,0.0252707581227437,0.0324909747292419,0.0685920577617329,0.0505415162454874,0.0144404332129964,0.0397111913357401,0.0649819494584837
"P70406",0.122033898305085,0.0677966101694915,0.023728813559322,0.0338983050847458,0.0169491525423729,0.0338983050847458,0.0474576271186441,0.0915254237288136,0.0135593220338983,0.0372881355932203,0.088135593220339,0.0440677966101695,0.0305084745762712,0.0406779661016949,0.0338983050847458,0.0610169491525424,0.0847457627118644,0.00677966101694915,0.0406779661016949,0.0813559322033898
"Q6GQ22",0.0654545454545455,0.0472727272727273,0.04,0.0327272727272727,0.0218181818181818,0.0363636363636364,0.0472727272727273,0.0945454545454545,0.0109090909090909,0.0727272727272727,0.101818181818182,0.0581818181818182,0.0327272727272727,0.0436363636363636,0.0363636363636364,0.0509090909090909,0.0654545454545455,0.0254545454545455,0.0436363636363636,0.0727272727272727
"Q3SZI5",0.128813559322034,0.0677966101694915,0.0169491525423729,0.0338983050847458,0.0169491525423729,0.0338983050847458,0.0508474576271186,0.0915254237288136,0.0135593220338983,0.0338983050847458,0.088135593220339,0.0440677966101695,0.0305084745762712,0.0440677966101695,0.0338983050847458,0.0644067796610169,0.0813559322033898,0.00677966101694915,0.0372881355932203,0.0813559322033898
"Q8K3P6",0.104693140794224,0.0613718411552347,0.0288808664259928,0.0180505415162455,0.0180505415162455,0.0469314079422383,0.0397111913357401,0.0938628158844765,0.0108303249097473,0.0685920577617329,0.104693140794224,0.0505415162454874,0.0469314079422383,0.0252707581227437,0.036101083032491,0.0649819494584837,0.0577617328519856,0.0144404332129964,0.0397111913357401,0.0685920577617329
"Q2UCW8",0.110344827586207,0.0689655172413793,0.0103448275862069,0.0310344827586207,0.0103448275862069,0.0413793103448276,0.0448275862068966,0.096551724137931,0.0103448275862069,0.0379310344827586,0.106896551724138,0.0310344827586207,0.0241379310344828,0.0379310344827586,0.0551724137931034,0.0655172413793104,0.0724137931034483,0.00689655172413793,0.0482758620689655,0.0896551724137931
"A2ASZ8",0.104693140794224,0.0649819494584837,0.0288808664259928,0.0180505415162455,0.0180505415162455,0.0469314079422383,0.0397111913357401,0.0938628158844765,0.0108303249097473,0.0649819494584837,0.104693140794224,0.0469314079422383,0.0469314079422383,0.0252707581227437,0.036101083032491,0.0649819494584837,0.0577617328519856,0.0144404332129964,0.0397111913357401,0.0722021660649819
"Q9W725",0.104166666666667,0.0520833333333333,0.0277777777777778,0.0381944444444444,0.0243055555555556,0.0277777777777778,0.0347222222222222,0.104166666666667,0.0138888888888889,0.0381944444444444,0.0729166666666667,0.0520833333333333,0.0416666666666667,0.0520833333333333,0.0416666666666667,0.0625,0.0833333333333333,0.00694444444444444,0.0347222222222222,0.0868055555555556
"Q4X022",0.107266435986159,0.0795847750865052,0.0069204152249135,0.0311418685121107,0.0103806228373702,0.0346020761245675,0.041522491349481,0.0968858131487889,0.0069204152249135,0.0588235294117647,0.117647058823529,0.0311418685121107,0.0207612456747405,0.041522491349481,0.0484429065743945,0.0761245674740484,0.069204152249135,0.0069204152249135,0.0346020761245675,0.0795847750865052
"Q9CR58",0.0763636363636364,0.0581818181818182,0.0363636363636364,0.0327272727272727,0.0145454545454545,0.04,0.0509090909090909,0.0945454545454545,0.0109090909090909,0.0690909090909091,0.116363636363636,0.0509090909090909,0.0327272727272727,0.04,0.0327272727272727,0.0545454545454545,0.0690909090909091,0.0218181818181818,0.0327272727272727,0.0654545454545455
"A1DI57",0.110726643598616,0.0726643598615917,0.0103806228373702,0.0311418685121107,0.0103806228373702,0.0346020761245675,0.0449826989619377,0.0968858131487889,0.0103806228373702,0.055363321799308,0.117647058823529,0.0311418685121107,0.0207612456747405,0.041522491349481,0.0484429065743945,0.069204152249135,0.069204152249135,0.0069204152249135,0.0346020761245675,0.0830449826989619
"Q5SVS4",0.0618181818181818,0.0509090909090909,0.04,0.0290909090909091,0.0145454545454545,0.04,0.0509090909090909,0.101818181818182,0.0109090909090909,0.0836363636363636,0.109090909090909,0.0545454545454545,0.0290909090909091,0.0436363636363636,0.0363636363636364,0.0472727272727273,0.08,0.0218181818181818,0.04,0.0545454545454545
"A2R5A0",0.104895104895105,0.0734265734265734,0.0104895104895105,0.041958041958042,0.0104895104895105,0.027972027972028,0.0559440559440559,0.0909090909090909,0.0034965034965035,0.0559440559440559,0.111888111888112,0.027972027972028,0.027972027972028,0.041958041958042,0.0454545454545455,0.0699300699300699,0.0769230769230769,0.00699300699300699,0.0454545454545455,0.0699300699300699
"Q5AVW1",0.101045296167247,0.0731707317073171,0.0104529616724739,0.0278745644599303,0.0104529616724739,0.0418118466898955,0.0418118466898955,0.101045296167247,0.0104529616724739,0.0592334494773519,0.132404181184669,0.0348432055749129,0.0139372822299652,0.0418118466898955,0.0522648083623693,0.0522648083623693,0.0836236933797909,0.00696864111498258,0.0348432055749129,0.0696864111498258
"Q8HXE3",0.0581818181818182,0.0509090909090909,0.0363636363636364,0.0290909090909091,0.0145454545454545,0.04,0.0509090909090909,0.101818181818182,0.0109090909090909,0.08,0.116363636363636,0.0545454545454545,0.0290909090909091,0.04,0.0327272727272727,0.0545454545454545,0.08,0.0218181818181818,0.04,0.0581818181818182
"Q5PQM9",0.0690909090909091,0.0581818181818182,0.0363636363636364,0.0290909090909091,0.0145454545454545,0.04,0.0509090909090909,0.101818181818182,0.0109090909090909,0.0763636363636364,0.116363636363636,0.0509090909090909,0.0290909090909091,0.04,0.0327272727272727,0.0545454545454545,0.0690909090909091,0.0218181818181818,0.0363636363636364,0.0618181818181818
"P25874",0.0810810810810811,0.0405405405405405,0.0304054054054054,0.027027027027027,0.0236486486486486,0.0371621621621622,0.0405405405405405,0.0844594594594595,0.0135135135135135,0.0540540540540541,0.10472972972973,0.0574324324324324,0.0202702702702703,0.0405405405405405,0.0506756756756757,0.0709459459459459,0.0945945945945946,0.00675675675675676,0.027027027027027,0.0945945945945946
"O04619",0.0885608856088561,0.0738007380073801,0.033210332103321,0.018450184501845,0.011070110701107,0.040590405904059,0.033210332103321,0.0996309963099631,0.014760147601476,0.0516605166051661,0.0922509225092251,0.044280442804428,0.029520295202952,0.029520295202952,0.044280442804428,0.0553505535055351,0.0701107011070111,0.011070110701107,0.0516605166051661,0.107011070110701
"Q9Z2B2",0.0618181818181818,0.0581818181818182,0.0218181818181818,0.0327272727272727,0.00727272727272727,0.04,0.0472727272727273,0.0981818181818182,0.0145454545454545,0.0909090909090909,0.105454545454545,0.0545454545454545,0.0290909090909091,0.0581818181818182,0.0327272727272727,0.0545454545454545,0.0581818181818182,0.0218181818181818,0.0363636363636364,0.0763636363636364
"Q3V132",0.0851063829787234,0.0602836879432624,0.0177304964539007,0.0425531914893617,0.0177304964539007,0.0319148936170213,0.0425531914893617,0.0957446808510638,0.00354609929078014,0.0638297872340425,0.102836879432624,0.0673758865248227,0.0212765957446809,0.0709219858156028,0.0425531914893617,0.0602836879432624,0.0425531914893617,0.0106382978723404,0.0460992907801418,0.074468085106383
"O95258",0.0654545454545455,0.0581818181818182,0.0218181818181818,0.0327272727272727,0.0109090909090909,0.04,0.0472727272727273,0.0981818181818182,0.0145454545454545,0.0872727272727273,0.101818181818182,0.0545454545454545,0.0327272727272727,0.0581818181818182,0.0327272727272727,0.0545454545454545,0.0581818181818182,0.0218181818181818,0.0327272727272727,0.0763636363636364
"Q9H0C2",0.088339222614841,0.0565371024734982,0.0176678445229682,0.0424028268551237,0.0176678445229682,0.0282685512367491,0.0459363957597173,0.0989399293286219,0.00706713780918728,0.0530035335689046,0.088339222614841,0.0742049469964664,0.0212014134275618,0.0848056537102474,0.0353356890459364,0.0671378091872792,0.03886925795053,0.0106007067137809,0.0424028268551237,0.0812720848056537
"Q4R8M0",0.088339222614841,0.0565371024734982,0.0212014134275618,0.0424028268551237,0.0176678445229682,0.0282685512367491,0.0459363957597173,0.0989399293286219,0.00706713780918728,0.0530035335689046,0.088339222614841,0.0742049469964664,0.0212014134275618,0.0848056537102474,0.0353356890459364,0.0636042402826855,0.03886925795053,0.0106007067137809,0.0424028268551237,0.0812720848056537
"Q9Z2Z6",0.0689655172413793,0.0448275862068966,0.0275862068965517,0.0310344827586207,0.0206896551724138,0.0448275862068966,0.0344827586206897,0.113793103448276,0.00344827586206897,0.0517241379310345,0.103448275862069,0.0586206896551724,0.0448275862068966,0.0793103448275862,0.0724137931034483,0.0482758620689655,0.0551724137931034,0.0103448275862069,0.0310344827586207,0.0551724137931034
"Q12482",0.0866425992779783,0.0541516245487365,0.0433212996389892,0.036101083032491,0.0144404332129964,0.036101083032491,0.0433212996389892,0.0830324909747292,0.0072202166064982,0.0902527075812274,0.104693140794224,0.075812274368231,0.0144404332129964,0.0613718411552347,0.0469314079422383,0.0613718411552347,0.0577617328519856,0.0036101083032491,0.0324909747292419,0.0469314079422383
"Q20799",0.0746268656716418,0.0559701492537313,0.0335820895522388,0.0186567164179104,0.0298507462686567,0.0447761194029851,0.0373134328358209,0.0895522388059701,0.0149253731343284,0.082089552238806,0.0895522388059701,0.0708955223880597,0.0223880597014925,0.041044776119403,0.041044776119403,0.0708955223880597,0.0597014925373134,0.0111940298507463,0.0559701492537313,0.0559701492537313
"Q2YDD9",0.0886524822695035,0.0531914893617021,0.0177304964539007,0.0460992907801418,0.0177304964539007,0.0283687943262411,0.0531914893617021,0.102836879432624,0.00354609929078014,0.0602836879432624,0.099290780141844,0.0709219858156028,0.0212765957446809,0.0709219858156028,0.0319148936170213,0.0567375886524823,0.0460992907801418,0.0106382978723404,0.0460992907801418,0.074468085106383
"Q86AV5",0.0583941605839416,0.0474452554744526,0.0255474452554745,0.0328467153284672,0.0182481751824818,0.0401459854014599,0.0401459854014599,0.0985401459854015,0.00364963503649635,0.0985401459854015,0.0948905109489051,0.0875912408759124,0.0218978102189781,0.0437956204379562,0.0437956204379562,0.0839416058394161,0.0437956204379562,0.00364963503649635,0.0364963503649635,0.0766423357664234
"Q19529",0.0811808118081181,0.0516605166051661,0.022140221402214,0.014760147601476,0.025830258302583,0.040590405904059,0.03690036900369,0.0922509225092251,0.025830258302583,0.0664206642066421,0.0959409594095941,0.0774907749077491,0.03690036900369,0.033210332103321,0.03690036900369,0.0627306273062731,0.0664206642066421,0.014760147601476,0.0516605166051661,0.0664206642066421
"Q9W720",0.107638888888889,0.0555555555555556,0.0243055555555556,0.0416666666666667,0.0208333333333333,0.0173611111111111,0.0381944444444444,0.100694444444444,0.0104166666666667,0.0416666666666667,0.0729166666666667,0.0555555555555556,0.0451388888888889,0.0555555555555556,0.0381944444444444,0.0694444444444444,0.0833333333333333,0.00694444444444444,0.03125,0.0833333333333333
"A4RF23",0.127147766323024,0.0824742268041237,0.00343642611683849,0.0412371134020619,0,0.0309278350515464,0.0515463917525773,0.0859106529209622,0.0103092783505155,0.0481099656357388,0.106529209621993,0.0309278350515464,0.0171821305841924,0.0515463917525773,0.0412371134020619,0.0687285223367698,0.0824742268041237,0.013745704467354,0.0343642611683849,0.0721649484536082
"P02722",0.112676056338028,0.0528169014084507,0.028169014084507,0.0457746478873239,0.0140845070422535,0.0211267605633803,0.0492957746478873,0.0950704225352113,0.0105633802816901,0.0633802816901408,0.0774647887323944,0.0774647887323944,0.0211267605633803,0.073943661971831,0.028169014084507,0.0492957746478873,0.0422535211267606,0.0176056338028169,0.0387323943661972,0.0809859154929577
"W5PSH7",0.0795847750865052,0.0380622837370242,0.027681660899654,0.027681660899654,0.0242214532871972,0.0380622837370242,0.0346020761245675,0.0865051903114187,0.013840830449827,0.055363321799308,0.0968858131487889,0.0588235294117647,0.0242214532871972,0.0519031141868512,0.0519031141868512,0.0657439446366782,0.0968858131487889,0.0069204152249135,0.027681660899654,0.0934256055363322
"A7ER02",0.109965635738832,0.0721649484536082,0.013745704467354,0.0274914089347079,0,0.0412371134020619,0.0412371134020619,0.0962199312714777,0.0171821305841924,0.0652920962199313,0.0996563573883162,0.0343642611683849,0.0274914089347079,0.0481099656357388,0.0446735395189003,0.0721649484536082,0.0756013745704467,0.0103092783505155,0.0378006872852234,0.0652920962199313
"Q0CEN9",0.121107266435986,0.0761245674740484,0.0103806228373702,0.0242214532871972,0.0103806228373702,0.0380622837370242,0.0519031141868512,0.100346020761246,0.0069204152249135,0.0484429065743945,0.117647058823529,0.0242214532871972,0.0207612456747405,0.041522491349481,0.0484429065743945,0.0519031141868512,0.0795847750865052,0.0069204152249135,0.0346020761245675,0.0865051903114187
"P32007",0.109540636042403,0.0600706713780919,0.0247349823321555,0.049469964664311,0.0141342756183746,0.0247349823321555,0.0459363957597173,0.0989399293286219,0.00706713780918728,0.0706713780918728,0.0742049469964664,0.0777385159010601,0.0212014134275618,0.0636042402826855,0.0247349823321555,0.049469964664311,0.0424028268551237,0.0176678445229682,0.03886925795053,0.0848056537102474
"Q75AH6",0.0970149253731343,0.0522388059701493,0.0447761194029851,0.0447761194029851,0.0186567164179104,0.0261194029850746,0.0298507462686567,0.0895522388059701,0.0111940298507463,0.082089552238806,0.104477611940299,0.0708955223880597,0.0186567164179104,0.0485074626865672,0.0485074626865672,0.0597014925373134,0.0485074626865672,0.00746268656716418,0.0298507462686567,0.0671641791044776
"Q628Z2",0.0811808118081181,0.0590405904059041,0.025830258302583,0.018450184501845,0.025830258302583,0.040590405904059,0.040590405904059,0.0922509225092251,0.025830258302583,0.0701107011070111,0.0959409594095941,0.0664206642066421,0.029520295202952,0.033210332103321,0.03690036900369,0.0590405904059041,0.0664206642066421,0.014760147601476,0.0553505535055351,0.0627306273062731
"A6SL61",0.10801393728223,0.0662020905923345,0.0139372822299652,0.0278745644599303,0,0.0418118466898955,0.0418118466898955,0.0975609756097561,0.0139372822299652,0.0766550522648084,0.0975609756097561,0.0383275261324042,0.024390243902439,0.0522648083623693,0.0452961672473868,0.0801393728222996,0.0662020905923345,0.0104529616724739,0.0383275261324042,0.0592334494773519
"Q05962",0.105633802816901,0.0528169014084507,0.0246478873239437,0.0492957746478873,0.0140845070422535,0.0211267605633803,0.0492957746478873,0.0985915492957746,0.0105633802816901,0.0598591549295775,0.0809859154929577,0.0809859154929577,0.0211267605633803,0.0704225352112676,0.0246478873239437,0.0598591549295775,0.0352112676056338,0.0176056338028169,0.0422535211267606,0.0809859154929577
"Q8SQH5",0.124113475177305,0.0638297872340425,0.024822695035461,0.0531914893617021,0.0141843971631206,0.0212765957446809,0.0425531914893617,0.0957446808510638,0.00709219858156028,0.0673758865248227,0.074468085106383,0.0709219858156028,0.0212765957446809,0.0709219858156028,0.024822695035461,0.0460992907801418,0.0460992907801418,0.0177304964539007,0.0425531914893617,0.0709219858156028
"O43772",0.073943661971831,0.0457746478873239,0.0176056338028169,0.0316901408450704,0.0211267605633803,0.0352112676056338,0.0387323943661972,0.116197183098592,0.00704225352112676,0.0563380281690141,0.102112676056338,0.0633802816901408,0.0387323943661972,0.0774647887323944,0.073943661971831,0.0422535211267606,0.0563380281690141,0.00704225352112676,0.0316901408450704,0.0633802816901408
"Q8BMG8",0.0880281690140845,0.0492957746478873,0.028169014084507,0.0246478873239437,0.0140845070422535,0.0492957746478873,0.0316901408450704,0.0950704225352113,0.0211267605633803,0.0492957746478873,0.116197183098592,0.0598591549295775,0.0140845070422535,0.0422535211267606,0.0387323943661972,0.0492957746478873,0.0528169014084507,0.0176056338028169,0.0669014084507042,0.0915492957746479
"P48962",0.109154929577465,0.0492957746478873,0.028169014084507,0.0492957746478873,0.0140845070422535,0.0211267605633803,0.0492957746478873,0.0985915492957746,0.0105633802816901,0.0598591549295775,0.0845070422535211,0.0774647887323944,0.0211267605633803,0.0704225352112676,0.0246478873239437,0.0598591549295775,0.0352112676056338,0.0176056338028169,0.0422535211267606,0.0774647887323944
"A0A1D6N272",0.0818505338078292,0.0391459074733096,0.00711743772241993,0.0320284697508897,0.0106761565836299,0.0427046263345196,0.0320284697508897,0.096085409252669,0.0106761565836299,0.0569395017793594,0.099644128113879,0.0604982206405694,0.0249110320284698,0.0569395017793594,0.0569395017793594,0.106761565836299,0.0640569395017794,0.0106761565836299,0.0533807829181495,0.0569395017793594
